id|year|writing_avg_score|writing_grade|writing_basic_pct|writing_proficient_pct|writing_advanced_pct|writing_not_tested_pct|concat_join_id
660027006|2012-2013|51.00|08|0.13|0.47|0.40|0|6600270062012-2013
660027006|2013-2014||08||||1|6600270062013-2014
660027006|2014-2015|50.26|08|0.20|0.43|0.37|0|6600270062014-2015
660111001|2011-2012|41.91|11|0.41|0.41|0.17|1|6601110012011-2012
660111001|2012-2013|44.76|11|0.27|0.46|0.27|0|6601110012012-2013
660111001|2013-2014||11||||0|6601110012013-2014
660111001|2014-2015|45.09|11|0.25|0.53|0.22|0|6601110012014-2015
660111002|2011-2012|44.35|08|0.41|0.37|0.23|0|6601110022011-2012
660111002|2012-2013|42.16|08|0.38|0.49|0.13|0|6601110022012-2013
660111002|2013-2014||08||||0|6601110022013-2014
660111002|2014-2015|41.21|08|0.41|0.42|0.17|0|6601110022014-2015
660111006|2011-2012||04|0.05|0.95|-1.00|0|6601110062011-2012
660111006|2012-2013|41.59|04|0.38|0.50|0.13|0|6601110062012-2013
660111006|2013-2014|42.52|04|0.33|0.54|0.13|0|6601110062013-2014
660111006|2014-2015|43.77|04|0.24|0.67|0.10|0|6601110062014-2015
660501001|2011-2012|46.30|08|0.27|0.50|0.23|0|6605010012011-2012
660501001|2012-2013|47.11|08|0.19|0.58|0.22|0|6605010012012-2013
660501001|2013-2014||08||||1|6605010012013-2014
660501001|2014-2015|48.30|08|0.18|0.58|0.24|0|6605010012014-2015
660501001|2011-2012|45.31|11|0.38|0.27|0.35|0|6605010012011-2012
660501001|2012-2013|47.97|11|0.18|0.41|0.41|0|6605010012012-2013
660501001|2013-2014||11||||1|6605010012013-2014
660501001|2014-2015|52.71|11|-1.00|0.38|0.46|0|6605010012014-2015
660501003|2011-2012||04|-1.00|0.96|-1.00|0|6605010032011-2012
660501003|2012-2013|47.74|04|0.16|0.71|-1.00|0|6605010032012-2013
660501003|2013-2014|35.20|04|0.67|0.27|-1.00|0|6605010032013-2014
660501003|2014-2015|42.82|04|0.39|0.53|-1.00|0|6605010032014-2015
670001001|2011-2012|44.67|08|0.33|0.43|0.23|0|6700010012011-2012
670001001|2012-2013|47.89|08|-1.00|0.56|-1.00|0|6700010012012-2013
670001001|2013-2014||08||||0|6700010012013-2014
670001001|2014-2015|46.16|08|0.32|0.42|0.26|0|6700010012014-2015
670001001|2011-2012|37.95|11|0.60|0.40|-1.00|0|6700010012011-2012
670001001|2012-2013|46.42|11|-1.00|0.53|0.26|0|6700010012012-2013
670001001|2013-2014||11||||0|6700010012013-2014
670001001|2014-2015|47.07|11|0.17|0.55|0.28|0|6700010012014-2015
670001002|2011-2012||04|-1.00|0.96|-1.00|0|6700010022011-2012
670001002|2012-2013|45.93|04|-1.00|0.50|-1.00|0|6700010022012-2013
670001002|2013-2014|36.79|04|0.58|0.33|-1.00|0|6700010022013-2014
670001002|2014-2015|38.11|04|0.44|0.56|-1.00|0|6700010022014-2015
670069001|2011-2012|35.31|08|0.46|0.54|-1.00|0|6700690012011-2012
670069001|2012-2013|36.67|08|0.61|0.33|-1.00|0|6700690012012-2013
670069001|2013-2014||08||||0|6700690012013-2014
670069001|2014-2015|-1.00|08|-1.00|-1.00|-1.00|0|6700690012014-2015
670069001|2011-2012|35.57|11|0.71|-1.00|-1.00|0|6700690012011-2012
670069001|2012-2013|42.71|11|0.35|0.59|-1.00|0|6700690012012-2013
670069001|2013-2014||11||||0|6700690012013-2014
670069001|2014-2015|42.09|11|-1.00|0.64|-1.00|0|6700690012014-2015
670069002|2011-2012||04|0.47|0.53|-1.00|0|6700690022011-2012
670069002|2012-2013|-1.00|04|-1.00|-1.00|-1.00|0|6700690022012-2013
670069002|2013-2014|36.80|04|0.80|-1.00|-1.00|0|6700690022013-2014
670069002|2014-2015|36.83|04|0.58|0.42|-1.00|0|6700690022014-2015
680020001|2011-2012|45.10|11|0.37|0.33|0.30|0|6800200012011-2012
680020001|2012-2013|43.94|11|0.38|0.44|0.19|0|6800200012012-2013
680020001|2013-2014||11||||0|6800200012013-2014
680020001|2014-2015|46.96|11|0.19|0.59|0.22|0|6800200012014-2015
680020002|2011-2012||04|0.21|0.79|-1.00|0|6800200022011-2012
680020002|2012-2013|45.39|04|-1.00|0.70|-1.00|0|6800200022012-2013
680020002|2013-2014|43.06|04|0.34|0.56|-1.00|0|6800200022013-2014
680020002|2014-2015|45.64|04|-1.00|0.68|-1.00|0|6800200022014-2015
680020003|2011-2012|42.59|08|0.32|0.55|-1.00|0|6800200032011-2012
680020003|2012-2013|52.97|08|-1.00|0.32|0.58|0|6800200032012-2013
680020003|2013-2014||08||||0|6800200032013-2014
680020003|2014-2015|53.64|08|-1.00|0.36|0.52|0|6800200032014-2015
690044001|2011-2012|44.95|11|0.38|0.36|0.26|0|6900440012011-2012
690044001|2012-2013|44.78|11|0.24|0.59|0.16|0|6900440012012-2013
690044001|2013-2014||11||||0|6900440012013-2014
690044001|2014-2015|49.18|11|0.13|0.49|0.38|1|6900440012014-2015
690044003|2011-2012|40.87|08|0.44|0.46|0.10|0|6900440032011-2012
690044003|2012-2013|41.93|08|0.40|0.49|0.11|0|6900440032012-2013
690044003|2013-2014||08||||0|6900440032013-2014
690044003|2014-2015|43.63|08|0.35|0.43|0.21|0|6900440032014-2015
690044007|2011-2012||04|-1.00|0.99|-1.00|0|6900440072011-2012
690044007|2012-2013|47.79|04|0.19|0.60|0.21|0|6900440072012-2013
690044007|2013-2014|43.50|04|0.37|0.46|0.17|0|6900440072013-2014
690044007|2014-2015|48.73|04|0.11|0.68|0.21|0|6900440072014-2015
690044011|2011-2012||04|-1.00|-1.00|-1.00|0|6900440112011-2012
690044011|2012-2013|52.50|04|-1.00|0.63|0.31|0|6900440112012-2013
690044011|2013-2014|47.17|04|-1.00|0.67|-1.00|0|6900440112013-2014
690044011|2014-2015|46.76|04|0.29|0.53|-1.00|0|6900440112014-2015
690054001|2011-2012|53.96|08|0.21|0.21|0.58|0|6900540012011-2012
690054001|2012-2013|46.48|08|0.48|-1.00|0.35|0|6900540012012-2013
690054001|2013-2014||08||||0|6900540012013-2014
690054001|2014-2015|53.95|08|-1.00|0.26|0.58|0|6900540012014-2015
690054001|2011-2012|43.15|11|0.35|0.45|-1.00|0|6900540012011-2012
690054001|2012-2013|53.69|11|-1.00|-1.00|0.56|0|6900540012012-2013
690054001|2013-2014||11||||0|6900540012013-2014
690054001|2014-2015|50.04|11|-1.00|0.39|0.43|0|6900540012014-2015
690054002|2011-2012||04|-1.00|-1.00|-1.00|0|6900540022011-2012
690054002|2012-2013|35.50|04|0.56|0.44|-1.00|0|6900540022012-2013
690054002|2013-2014|39.65|04|0.41|0.53|-1.00|0|6900540022013-2014
690054002|2014-2015|37.05|04|0.57|0.38|-1.00|0|6900540022014-2015
690055001|2011-2012|43.12|08|0.41|0.53|-1.00|0|6900550012011-2012
690055001|2012-2013|39.18|08|0.47|0.47|-1.00|0|6900550012012-2013
690055001|2013-2014||08||||0|6900550012013-2014
690055001|2014-2015|48.46|08|-1.00|0.54|-1.00|0|6900550012014-2015
690055001|2011-2012|48.05|11|0.30|0.35|0.35|0|6900550012011-2012
690055001|2012-2013|44.71|11|-1.00|0.57|-1.00|0|6900550012012-2013
690055001|2013-2014||11||||0|6900550012013-2014
690055001|2014-2015|50.15|11|-1.00|0.55|0.35|0|6900550012014-2015
690055002|2011-2012||04|-1.00|0.82|-1.00|0|6900550022011-2012
690055002|2012-2013|50.60|04|-1.00|0.67|-1.00|0|6900550022012-2013
690055002|2013-2014|46.50|04|-1.00|0.92|-1.00|0|6900550022013-2014
690055002|2014-2015|-1.00|04|-1.00|-1.00|-1.00|0|6900550022014-2015
700002001|2011-2012|43.54|08|0.45|0.34|0.21|0|7000020012011-2012
700002001|2012-2013|45.41|08|0.16|0.72|-1.00|0|7000020012012-2013
700002001|2013-2014||08||||0|7000020012013-2014
700002001|2014-2015|50.90|08|0.16|0.46|0.38|0|7000020012014-2015
700002001|2011-2012|46.47|11|0.32|0.38|0.30|0|7000020012011-2012
700002001|2012-2013|49.36|11|0.11|0.56|0.33|0|7000020012012-2013
700002001|2013-2014||11||||1|7000020012013-2014
700002001|2014-2015|50.36|11|0.12|0.50|0.38|0|7000020012014-2015
700002002|2011-2012||04|-1.00|-1.00|-1.00|0|7000020022011-2012
700002002|2012-2013|44.67|04|0.22|0.67|0.11|0|7000020022012-2013
700002002|2013-2014|45.19|04|0.28|0.61|0.11|0|7000020022013-2014
700002002|2014-2015|43.91|04|0.22|0.76|-1.00|0|7000020022014-2015
700005001|2011-2012|52.88|08|-1.00|0.46|0.50|0|7000050012011-2012
700005001|2012-2013|48.22|08|0.19|0.50|0.31|0|7000050012012-2013
700005001|2013-2014||08||||0|7000050012013-2014
700005001|2014-2015|53.00|08|-1.00|0.41|0.50|0|7000050012014-2015
700005001|2011-2012|48.37|11|0.17|0.54|0.29|0|7000050012011-2012
700005001|2012-2013|50.19|11|-1.00|0.57|0.33|0|7000050012012-2013
700005001|2013-2014||11||||0|7000050012013-2014
700005001|2014-2015|47.27|11|-1.00|0.69|0.19|0|7000050012014-2015
700005002|2011-2012||04|-1.00|0.96|-1.00|0|7000050022011-2012
700005002|2012-2013|45.00|04|-1.00|0.80|-1.00|0|7000050022012-2013
700005002|2013-2014|47.25|04|-1.00|0.81|-1.00|0|7000050022013-2014
700005002|2014-2015|42.95|04|0.32|0.64|-1.00|0|7000050022014-2015
700542001|2011-2012|46.57|08|-1.00|0.57|-1.00|0|7005420012011-2012
700542001|2012-2013|37.89|08|0.61|0.39|-1.00|0|7005420012012-2013
700542001|2013-2014||08||||0|7005420012013-2014
700542001|2014-2015|-1.00|08|-1.00|-1.00|-1.00|0|7005420012014-2015
700542001|2011-2012|41.13|11|0.50|0.33|-1.00|0|7005420012011-2012
700542001|2012-2013|45.33|11|-1.00|0.75|-1.00|0|7005420012012-2013
700542001|2013-2014||11||||0|7005420012013-2014
700542001|2014-2015|41.31|11|0.31|0.69|-1.00|0|7005420012014-2015
700542002|2011-2012||04|-1.00|-1.00|-1.00|0|7005420022011-2012
700542002|2012-2013|41.22|04|0.28|0.72|-1.00|0|7005420022012-2013
700542002|2013-2014|40.09|04|0.55|0.45|-1.00|0|7005420022013-2014
700542002|2014-2015|46.94|04|-1.00|0.78|-1.00|0|7005420022014-2015
710001001|2011-2012|45.12|11|0.33|0.40|0.27|0|7100010012011-2012
710001001|2012-2013|42.32|11|0.33|0.52|0.14|2|7100010012012-2013
710001001|2013-2014||11||||0|7100010012013-2014
710001001|2014-2015|48.33|11|0.20|0.43|0.37|1|7100010012014-2015
710001002|2011-2012|40.36|08|0.50|0.37|0.13|0|7100010022011-2012
710001002|2012-2013|43.68|08|0.32|0.52|0.16|0|7100010022012-2013
710001002|2013-2014||08||||0|7100010022013-2014
710001002|2014-2015|45.69|08|0.30|0.46|0.24|1|7100010022014-2015
710001003|2011-2012||04|-1.00|0.93|-1.00|0|7100010032011-2012
710001003|2012-2013|40.52|04|0.50|0.48|-1.00|0|7100010032012-2013
710001003|2013-2014|44.54|04|0.17|0.70|0.13|0|7100010032013-2014
710001003|2014-2015|50.28|04|-1.00|0.65|0.30|0|7100010032014-2015
710001006|2011-2012||04|-1.00|-1.00|-1.00|0|7100010062011-2012
710001006|2012-2013|40.19|04|0.45|0.45|0.10|0|7100010062012-2013
710001006|2013-2014|48.04|04|0.16|0.72|0.12|0|7100010062013-2014
710001006|2014-2015|48.67|04|-1.00|0.79|0.15|0|7100010062014-2015
710001007|2011-2012||04|-1.00|0.96|-1.00|0|7100010072011-2012
710001007|2012-2013|37.29|04|0.52|0.48|-1.00|0|7100010072012-2013
710001007|2013-2014|40.51|04|0.38|0.62|-1.00|0|7100010072013-2014
710001007|2014-2015|44.96|04|0.28|0.55|0.17|0|7100010072014-2015
710001011|2011-2012||04|-1.00|0.96|-1.00|0|7100010112011-2012
710001011|2012-2013|47.69|04|0.19|0.63|0.19|0|7100010112012-2013
710001011|2013-2014|48.42|04|0.12|0.74|0.14|0|7100010112013-2014
710001011|2014-2015|49.53|04|0.08|0.71|0.21|0|7100010112014-2015
710001012|2011-2012||04|0.12|0.88|-1.00|0|7100010122011-2012
710001012|2012-2013|42.69|04|0.29|0.66|-1.00|0|7100010122012-2013
710001012|2013-2014|41.07|04|0.37|0.58|-1.00|0|7100010122013-2014
710001012|2014-2015|44.62|04|0.21|0.75|-1.00|0|7100010122014-2015
710005001|2011-2012|49.94|11|0.18|0.38|0.44|0|7100050012011-2012
710005001|2012-2013|48.47|11|0.18|0.50|0.32|0|7100050012012-2013
710005001|2013-2014||11||||0|7100050012013-2014
710005001|2014-2015|44.62|11|0.18|0.58|0.23|4|7100050012014-2015
710005003|2011-2012||04|-1.00|0.96|-1.00|0|7100050032011-2012
710005003|2012-2013|40.09|04|0.43|0.48|-1.00|0|7100050032012-2013
710005003|2013-2014|37.59|04|0.51|0.46|-1.00|0|7100050032013-2014
710005003|2014-2015|45.08|04|0.23|0.50|0.27|1|7100050032014-2015
710005004|2011-2012||04|-1.00|-1.00|-1.00|0|7100050042011-2012
710005004|2012-2013|40.23|04|0.46|0.54|-1.00|0|7100050042012-2013
710005004|2013-2014|35.71|04|0.71|-1.00|-1.00|0|7100050042013-2014
710005004|2014-2015|44.93|04|-1.00|0.79|-1.00|0|7100050042014-2015
710005006|2011-2012|40.87|08|0.48|0.38|0.13|0|7100050062011-2012
710005006|2012-2013|39.88|08|0.59|0.29|0.12|0|7100050062012-2013
710005006|2013-2014||08||||0|7100050062013-2014
710005006|2014-2015|45.34|08|0.28|0.48|0.24|0|7100050062014-2015
710067001|2011-2012|55.31|08|-1.00|0.35|0.54|0|7100670012011-2012
710067001|2012-2013|51.05|08|-1.00|0.62|0.29|0|7100670012012-2013
710067001|2013-2014||08||||0|7100670012013-2014
710067001|2014-2015|51.43|08|-1.00|0.43|0.50|0|7100670012014-2015
710067001|2011-2012|44.41|11|0.32|0.55|-1.00|0|7100670012011-2012
710067001|2012-2013|46.67|11|-1.00|0.83|-1.00|0|7100670012012-2013
710067001|2013-2014||11||||0|7100670012013-2014
710067001|2014-2015|50.15|11|-1.00|0.67|0.26|0|7100670012014-2015
710067002|2011-2012||04|-1.00|-1.00|-1.00|0|7100670022011-2012
710067002|2012-2013|49.65|04|-1.00|0.76|-1.00|0|7100670022012-2013
710067002|2013-2014|44.53|04|0.29|0.59|-1.00|0|7100670022013-2014
710067002|2014-2015|45.43|04|-1.00|0.76|-1.00|0|7100670022014-2015
720015003|2011-2012|37.63|08|0.37|0.48|-1.00|0|7200150032011-2012
720015003|2012-2013|44.76|08|0.34|0.39|0.26|0|7200150032012-2013
720015003|2013-2014||08||||0|7200150032013-2014
720015003|2014-2015|45.32|08|0.27|0.45|0.27|0|7200150032014-2015
720015004|2011-2012|44.32|11|0.38|0.38|0.24|0|7200150042011-2012
720015004|2012-2013|47.22|11|-1.00|0.65|0.22|0|7200150042012-2013
720015004|2013-2014||11||||0|7200150042013-2014
720015004|2014-2015|43.71|11|0.32|0.54|-1.00|0|7200150042014-2015
720015005|2011-2012||04|-1.00|0.92|-1.00|0|7200150052011-2012
720015005|2012-2013|47.88|04|-1.00|0.71|-1.00|0|7200150052012-2013
720015005|2013-2014|40.50|04|0.35|0.62|-1.00|0|7200150052013-2014
720015005|2014-2015|48.19|04|-1.00|0.86|-1.00|0|7200150052014-2015
720019001|2011-2012|48.95|11|0.32|0.26|0.42|0|7200190012011-2012
720019001|2012-2013|49.00|11|-1.00|0.63|0.31|0|7200190012012-2013
720019001|2013-2014||11||||2|7200190012013-2014
720019001|2014-2015|42.13|11|-1.00|0.38|0.38|0|7200190012014-2015
720019002|2011-2012||04|-1.00|0.90|-1.00|0|7200190022011-2012
720019002|2012-2013|46.65|04|-1.00|0.65|-1.00|0|7200190022012-2013
720019002|2013-2014|32.82|04|0.76|-1.00|-1.00|0|7200190022013-2014
720019002|2014-2015|41.58|04|0.26|0.74|-1.00|1|7200190022014-2015
720019003|2011-2012|43.90|08|0.35|0.55|-1.00|0|7200190032011-2012
720019003|2012-2013|46.65|08|-1.00|0.65|-1.00|0|7200190032012-2013
720019003|2013-2014||08||||3|7200190032013-2014
720019003|2014-2015|34.53|08|0.59|0.41|-1.00|1|7200190032014-2015
720032001|2011-2012|42.41|11|0.56|0.26|0.19|0|7200320012011-2012
720032001|2012-2013|42.66|11|0.28|0.69|-1.00|0|7200320012012-2013
720032001|2013-2014||11||||0|7200320012013-2014
720032001|2014-2015|47.26|11|-1.00|0.70|0.22|0|7200320012014-2015
720032002|2011-2012||04|-1.00|0.97|-1.00|0|7200320022011-2012
720032002|2012-2013|43.59|04|0.32|0.55|-1.00|0|7200320022012-2013
720032002|2013-2014|40.86|04|0.46|0.54|-1.00|0|7200320022013-2014
720032002|2014-2015|44.90|04|0.25|0.65|-1.00|0|7200320022014-2015
720032003|2011-2012|41.81|08|0.29|0.71|-1.00|0|7200320032011-2012
720032003|2012-2013|48.89|08|0.19|0.49|0.32|0|7200320032012-2013
720032003|2013-2014||08||||0|7200320032013-2014
720032003|2014-2015|51.61|08|0.21|0.36|0.42|0|7200320032014-2015
720075001|2011-2012|44.70|11|0.26|0.65|-1.00|0|7200750012011-2012
720075001|2012-2013|48.33|11|-1.00|0.71|-1.00|0|7200750012012-2013
720075001|2013-2014||11||||0|7200750012013-2014
720075001|2014-2015|51.56|11|-1.00|0.63|0.38|0|7200750012014-2015
720075004|2011-2012||04|-1.00|0.93|-1.00|0|7200750042011-2012
720075004|2012-2013|41.50|04|0.42|0.58|-1.00|0|7200750042012-2013
720075004|2013-2014|37.47|04|0.63|0.32|-1.00|0|7200750042013-2014
720075004|2014-2015|40.15|04|0.45|0.50|-1.00|0|7200750042014-2015
720075005|2011-2012|53.08|08|-1.00|0.62|-1.00|0|7200750052011-2012
720075005|2012-2013|47.68|08|0.24|0.48|0.28|0|7200750052012-2013
720075005|2013-2014||08||||0|7200750052013-2014
720075005|2014-2015|49.47|08|-1.00|0.63|-1.00|0|7200750052014-2015
730017001|2011-2012|45.89|11|0.35|0.34|0.31|0|7300170012011-2012
730017001|2012-2013|45.55|11|0.29|0.41|0.30|0|7300170012012-2013
730017001|2013-2014||11||||1|7300170012013-2014
730017001|2014-2015|47.70|11|0.25|0.46|0.29|0|7300170012014-2015
730017002|2011-2012|47.26|08|0.19|0.54|0.27|0|7300170022011-2012
730017002|2012-2013|49.40|08|0.13|0.55|0.32|0|7300170022012-2013
730017002|2013-2014||08||||0|7300170022013-2014
730017002|2014-2015|50.44|08|0.16|0.43|0.42|0|7300170022014-2015
730017006|2011-2012||04|0.06|0.94|-1.00|0|7300170062011-2012
730017006|2012-2013|40.00|04|0.47|0.44|0.08|0|7300170062012-2013
730017006|2013-2014|39.18|04|0.48|0.45|0.07|0|7300170062013-2014
730017006|2014-2015|44.72|04|0.26|0.60|0.15|0|7300170062014-2015
730179005|2011-2012||04|0.22|0.78|-1.00|0|7301790052011-2012
730179005|2012-2013|44.80|04|0.30|0.50|-1.00|0|7301790052012-2013
730179005|2013-2014|37.57|04|0.48|0.48|-1.00|0|7301790052013-2014
730179005|2014-2015|40.68|04|0.36|0.64|-1.00|0|7301790052014-2015
730179007|2011-2012|41.19|08|0.54|0.35|-1.00|0|7301790072011-2012
730179007|2012-2013|34.96|08|0.57|0.39|-1.00|0|7301790072012-2013
730179007|2013-2014||08||||0|7301790072013-2014
730179007|2014-2015|43.40|08|0.37|0.46|0.17|0|7301790072014-2015
730179007|2011-2012|39.86|11|0.55|0.27|-1.00|0|7301790072011-2012
730179007|2012-2013|37.29|11|0.54|0.38|-1.00|0|7301790072012-2013
730179007|2013-2014||11||||0|7301790072013-2014
730179007|2014-2015|44.95|11|0.24|0.57|-1.00|0|7301790072014-2015
740056001|2011-2012|44.88|11|0.41|0.38|0.22|0|7400560012011-2012
740056001|2012-2013|46.08|11|0.26|0.53|0.21|0|7400560012012-2013
740056001|2013-2014||11||||1|7400560012013-2014
740056001|2014-2015|45.19|11|0.25|0.51|0.24|0|7400560012014-2015
740056002|2011-2012|43.48|08|0.29|0.45|0.26|0|7400560022011-2012
740056002|2012-2013|47.14|08|0.28|0.45|0.27|0|7400560022012-2013
740056002|2013-2014||08||||0|7400560022013-2014
740056002|2014-2015|50.06|08|0.10|0.57|0.33|0|7400560022014-2015
740056004|2011-2012||04|-1.00|0.97|-1.00|0|7400560042011-2012
740056004|2012-2013|40.82|04|0.38|0.52|0.10|0|7400560042012-2013
740056004|2013-2014|42.61|04|0.35|0.61|-1.00|0|7400560042013-2014
740056004|2014-2015|43.93|04|0.30|0.68|-1.00|0|7400560042014-2015
740070001|2011-2012|43.19|11|0.42|0.23|0.35|0|7400700012011-2012
740070001|2012-2013|47.13|11|0.33|0.21|0.46|0|7400700012012-2013
740070001|2013-2014||11||||0|7400700012013-2014
740070001|2014-2015|47.21|11|-1.00|0.67|0.21|0|7400700012014-2015
740070002|2011-2012||04|-1.00|0.96|-1.00|0|7400700022011-2012
740070002|2012-2013|39.10|04|0.52|0.42|-1.00|0|7400700022012-2013
740070002|2013-2014|35.39|04|0.50|0.50|-1.00|0|7400700022013-2014
740070002|2014-2015|38.76|04|0.52|0.48|-1.00|0|7400700022014-2015
740070002|2011-2012|39.12|08|0.48|0.44|-1.00|0|7400700022011-2012
740070002|2012-2013|41.80|08|0.45|0.43|0.13|0|7400700022012-2013
740070002|2013-2014||08||||0|7400700022013-2014
740070002|2014-2015|47.72|08|0.28|0.32|0.40|0|7400700022014-2015
750100001|2011-2012|39.47|08|0.59|0.29|-1.00|0|7501000012011-2012
750100001|2012-2013|37.69|08|0.56|0.44|-1.00|0|7501000012012-2013
750100001|2013-2014||08||||0|7501000012013-2014
750100001|2014-2015|47.91|08|-1.00|0.73|-1.00|0|7501000012014-2015
750100001|2011-2012|-1.00|11|-1.00|-1.00|-1.00|0|7501000012011-2012
750100001|2012-2013|46.86|11|-1.00|0.43|-1.00|0|7501000012012-2013
750100001|2013-2014||11||||0|7501000012013-2014
750100001|2014-2015|52.29|11|-1.00|0.36|0.50|0|7501000012014-2015
750100003|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|7501000032011-2012
750100003|2012-2013|-1.00|04|-1.00|-1.00|-1.00|0|7501000032012-2013
750100003|2013-2014|-1.00|04|-1.00|-1.00|-1.00|0|7501000032013-2014
750100005|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|7501000052011-2012
750100005|2012-2013|-1.00|04|-1.00|-1.00|-1.00|0|7501000052012-2013
750100005|2013-2014|-1.00|04|-1.00|-1.00|-1.00|0|7501000052013-2014
750100005|2014-2015|-1.00|04|-1.00|-1.00|-1.00|0|7501000052014-2015
750100006|2011-2012||04|-1.00|0.86|-1.00|0|7501000062011-2012
750100006|2012-2013|40.92|04|-1.00|0.67|-1.00|0|7501000062012-2013
750100006|2013-2014|43.06|04|-1.00|0.76|-1.00|0|7501000062013-2014
750100006|2014-2015|48.31|04|-1.00|0.62|-1.00|0|7501000062014-2015
760002001|2011-2012|50.18|11|0.18|0.37|0.46|0|7600020012011-2012
760002001|2012-2013|46.44|11|0.28|0.35|0.36|0|7600020012012-2013
760002001|2013-2014||11||||0|7600020012013-2014
760002001|2014-2015|50.30|11|0.13|0.48|0.39|0|7600020012014-2015
760002002|2011-2012||04|0.04|0.96|-1.00|0|7600020022011-2012
760002002|2012-2013|40.94|04|0.33|0.57|0.10|0|7600020022012-2013
760002002|2013-2014|43.34|04|0.30|0.55|0.16|0|7600020022013-2014
760002002|2014-2015|46.39|04|0.19|0.66|0.15|0|7600020022014-2015
760002003|2011-2012|43.41|08|0.34|0.53|0.13|0|7600020032011-2012
760002003|2012-2013|46.58|08|0.21|0.56|0.23|1|7600020032012-2013
760002003|2013-2014||08||||0|7600020032013-2014
760002003|2014-2015|45.88|08|0.29|0.48|0.23|0|7600020032014-2015
760044001|2011-2012|44.71|08|0.43|0.36|-1.00|0|7600440012011-2012
760044001|2012-2013|55.77|08|-1.00|-1.00|0.69|0|7600440012012-2013
760044001|2013-2014||08||||0|7600440012013-2014
760044001|2014-2015|48.91|08|-1.00|0.55|-1.00|0|7600440012014-2015
760044001|2011-2012|40.07|11|0.60|0.33|-1.00|0|7600440012011-2012
760044001|2012-2013|-1.00|11|-1.00|-1.00|-1.00|0|7600440012012-2013
760044001|2013-2014|-1.00|11||||0|7600440012013-2014
760044001|2014-2015|41.87|11|0.33|0.67|-1.00|0|7600440012014-2015
760044002|2011-2012||04|-1.00|-1.00|-1.00|0|7600440022011-2012
760044002|2012-2013|46.15|04|-1.00|0.92|-1.00|0|7600440022012-2013
760044002|2013-2014|32.31|04|0.62|0.38|-1.00|0|7600440022013-2014
760044002|2014-2015|40.91|04|0.55|-1.00|-1.00|0|7600440022014-2015
760068001|2011-2012|45.00|08|0.25|0.58|-1.00|0|7600680012011-2012
760068001|2012-2013|46.00|08|0.35|0.25|0.40|0|7600680012012-2013
760068001|2013-2014||08||||0|7600680012013-2014
760068001|2014-2015|54.13|08|-1.00|0.47|0.47|0|7600680012014-2015
760068001|2011-2012|50.95|11|0.27|-1.00|0.55|0|7600680012011-2012
760068001|2012-2013|50.21|11|-1.00|0.50|0.38|0|7600680012012-2013
760068001|2013-2014||11||||0|7600680012013-2014
760068001|2014-2015|47.36|11|-1.00|0.73|-1.00|0|7600680012014-2015
760068002|2011-2012||04|-1.00|-1.00|-1.00|0|7600680022011-2012
760068002|2012-2013|44.41|04|0.29|0.53|-1.00|0|7600680022012-2013
760068002|2013-2014|45.27|04|-1.00|0.55|-1.00|0|7600680022013-2014
760068002|2014-2015|44.43|04|0.43|0.43|-1.00|0|7600680022014-2015
760082001|2011-2012|50.00|08|-1.00|0.55|0.37|0|7600820012011-2012
760082001|2012-2013|49.10|08|0.18|0.51|0.31|0|7600820012012-2013
760082001|2013-2014||08||||0|7600820012013-2014
760082001|2014-2015|44.83|08|0.28|0.53|0.19|0|7600820012014-2015
760082001|2011-2012|41.81|11|0.43|0.46|-1.00|0|7600820012011-2012
760082001|2012-2013|45.42|11|0.22|0.61|0.17|0|7600820012012-2013
760082001|2013-2014||11||||0|7600820012013-2014
760082001|2014-2015|49.63|11|-1.00|0.58|0.33|0|7600820012014-2015
760082002|2011-2012||04|0.12|0.88|-1.00|0|7600820022011-2012
760082002|2012-2013|35.39|04|0.55|0.45|-1.00|0|7600820022012-2013
760082002|2013-2014|32.67|04|0.76|0.24|-1.00|0|7600820022013-2014
760082002|2014-2015|41.77|04|0.35|0.61|-1.00|0|7600820022014-2015
770001001|2011-2012|46.31|11|0.30|0.39|0.31|0|7700010012011-2012
770001001|2012-2013|45.91|11|0.28|0.42|0.31|1|7700010012012-2013
770001001|2013-2014||11||||3|7700010012013-2014
770001001|2014-2015|48.06|11|0.21|0.46|0.33|3|7700010012014-2015
770001002|2011-2012|43.29|08|0.35|0.45|0.21|1|7700010022011-2012
770001002|2012-2013|40.81|08|0.45|0.44|0.11|0|7700010022012-2013
770001002|2013-2014||08||||0|7700010022013-2014
770001002|2014-2015|44.17|08|0.33|0.46|0.22|0|7700010022014-2015
770001003|2011-2012||04|-1.00|0.96|-1.00|0|7700010032011-2012
770001003|2012-2013|41.00|04|0.45|0.52|-1.00|0|7700010032012-2013
770001003|2013-2014|37.44|04|0.49|0.51|-1.00|0|7700010032013-2014
770001003|2014-2015|41.13|04|0.42|0.58|-1.00|0|7700010032014-2015
770001004|2011-2012|47.54|11|0.27|0.40|0.34|0|7700010042011-2012
770001004|2012-2013|45.62|11|0.26|0.49|0.24|2|7700010042012-2013
770001004|2013-2014||11||||1|7700010042013-2014
770001004|2014-2015|48.92|11|0.18|0.47|0.35|1|7700010042014-2015
